# LOTR Conquest Custom Audio Event List
# Generated: 2026-01-22 15:17:10
# Total Events: 2782
#
# To customize an event, create an audio file in:
#   ConquestDir/ConquestMods/audio/{EventName}.wav (or .mp3, .ogg, .flac)
#
# Format: EventID | Bank | EventName
# ==============================================

0x002B4C8B | VO_Isengard | VO_Isengard-0090
0x26CE43A9 | ChatterEvilHuman | ChatterEvilHuman-0444
0x26CE43AB | ChatterEvilHuman | ChatterEvilHuman-0440
0x26FECFBC | BaseCombat | dagger_draw
0x2712E8CC | ChatterHeroEowyn | ChatterHeroEowyn-0104
0x2712E8CD | ChatterHeroEowyn | ChatterHeroEowyn-0106
0x2712E8CF | ChatterHeroEowyn | ChatterHeroEowyn-0102
0x2739B4D2 | Level_MountDoom | mtdoom_intro
0x27406DDB | VO_Moria | play_vo_mor_obj12_secondsac_remind_alt
0x276828CC | SFXBalrog | balrog_groan
0x2794D365 | VO_MountDoom | play_vo_dom_obj06a_support_cracks_v1
0x27C93D1E | VO_Shire | VO_Shire-0171
0x27CEADB3 | Effects | Effects-0795
0x280B6020 | ChatterHobbit | ChatterHobbit-0640
0x280B6021 | ChatterHobbit | ChatterHobbit-0638
0x280B6022 | ChatterHobbit | ChatterHobbit-0636
0x280B6027 | ChatterHobbit | ChatterHobbit-0642
0x282CF49B | Music | stop_isengard
0x2888707D | ChatterEvilHuman | ChatterEvilHuman-0482
0x2888707E | ChatterEvilHuman | ChatterEvilHuman-0484
0x2888707F | ChatterEvilHuman | ChatterEvilHuman-0486
0x28C324C8 | VO_Moria | VO_Moria-0284
0x28D05700 | VO_Osgiliath | play_vo_osg_evil_obj02_support_forumrace_v2
0x28D05701 | VO_Osgiliath | play_vo_osg_evil_obj02_support_forumrace_v3
0x28D05703 | VO_Osgiliath | play_vo_osg_evil_obj02_support_forumrace_v1
0x2900393C | UI | trng_bttns
0x290A9C4F | HeroFrodo | frodo_spawn
0x29215EA7 | ChatterHeroGandalf | ChatterHeroGandalf-0091
0x29310B05 | VO_MinasTir | vo_mstt_obj01_new_courtyard_v1
0x29494F8A | Effects | flag_pickup
0x2962FC44 | Level_Moria | play_vo_mor_obj00_balrog_v3
0x2962FC45 | Level_Moria | play_vo_mor_obj00_balrog_v2
0x2962FC46 | Level_Moria | play_vo_mor_obj00_balrog_v1
0x2968E9CD | Effects | impact_wood
0x29957CE6 | VO_Moria | play_vo_mor_obj08_remind_balinstomb_v3
0x29B6D12D | ChatterRohan | ChatterRohan-0579
0x29B6D12E | ChatterRohan | ChatterRohan-0581
0x29B6D12F | ChatterRohan | ChatterRohan-0583
0x29C323C6 | VoiceOver | VoiceOver-0285
0x29E22F06 | Level_Moria | Level_Moria-0299
0x2A10D7A7 | VO_Osgiliath | VO_Osgiliath-0255
0x2A135A38 | VO_Osgiliath | play_vo_osg_good_obj06_support_flare_v1
0x2A135A3A | VO_Osgiliath | play_vo_osg_good_obj06_support_flare_v3
0x2A135A3B | VO_Osgiliath | play_vo_osg_good_obj06_support_flare_v2
0x2A135A3D | VO_Osgiliath | play_vo_osg_good_obj06_support_flare_v4
0x2A2159AC | VO_Weathertop | play_vo_wtp_obj03_new_outpost_v1
0x2A5807FB | ChatterRohan | ChatterRohan-0603
0x2A611F30 | ChatterGondor | ChatterGondor-0543
0x2A611F32 | ChatterGondor | ChatterGondor-0547
0x2A611F33 | ChatterGondor | ChatterGondor-0545
0x2A946325 | Effects | cp_idle
0x2A9632AF | VO_MountDoom | play_vo_dom_obj06_new_cracks_v1
0x2A96B9B8 | VO_Weathertop | VO_Weathertop-0062
0x2A96B9B9 | VO_Weathertop | VO_Weathertop-0060
0x2A96B9BA | VO_Weathertop | VO_Weathertop-0058
0x2AA8DBCB | VO_Shire | VO_Shire-0095
0x2AC02A01 | ChatterHobbit | ChatterHobbit-0588
0x2AC02A04 | ChatterHobbit | ChatterHobbit-0582
0x2AC02A06 | ChatterHobbit | ChatterHobbit-0586
0x2AC02A07 | ChatterHobbit | ChatterHobbit-0584
0x2B2AA568 | ChatterElf | ChatterElf-0469
0x2B2AA569 | ChatterElf | ChatterElf-0467
0x2B2AA56A | ChatterElf | ChatterElf-0465
0x2B4EDE72 | VO_Moria | VO_Moria-0186
0x2B4EDE74 | VO_Moria | VO_Moria-0182
0x2B4EDE75 | VO_Moria | VO_Moria-0184
0x2B4EDE77 | VO_Moria | VO_Moria-0180
0x2B56C32C | ChatterHeroGandalf | ChatterHeroGandalf-0095
0x2B56C32D | ChatterHeroGandalf | ChatterHeroGandalf-0097
0x2B56C32F | ChatterHeroGandalf | ChatterHeroGandalf-0093
0x2B7A13A5 | VO_Moria | play_vo_mor_obj13_delsecond_reminder
0x2BBCCAC3 | VO_MinasTir | vo_mst_obj01_complete_maingate_v1
0x2BEB59B1 | ChatterHeroMouth | ChatterHeroMouth-0118
0x2BEB59B2 | ChatterHeroMouth | ChatterHeroMouth-0120
0x2BEB59B3 | ChatterHeroMouth | ChatterHeroMouth-0122
0x2BF4CDF8 | VO_HelmsDeep | play_vo_hmd_obj02_remind_retreat_v4
0x2BF4CDF9 | VO_HelmsDeep | play_vo_hmd_obj02_remind_retreat_v5
0x2BF4CDFD | VO_HelmsDeep | play_vo_hmd_obj02_remind_retreat_v1
0x2BF4CDFE | VO_HelmsDeep | play_vo_hmd_obj02_remind_retreat_v2
0x2BF4CDFF | VO_HelmsDeep | play_vo_hmd_obj02_remind_retreat_v3
0x2C4BF678 | VO_Moria | VO_Moria-0348
0x2C4BF679 | VO_Moria | VO_Moria-0346
0x2C4BF67A | VO_Moria | VO_Moria-0344
0x2C6D7366 | VoiceOver | play_vo_cq_goodcappedall_v1
0x2C9100DD | ChatterElf | ChatterElf-0573
0x2C9100DE | ChatterElf | ChatterElf-0575
0x2C9100DF | ChatterElf | ChatterElf-0577
0x2CD12DC8 | VO_HelmsDeep | play_vo_hmd_obj03_fail_maingate_v1
0x2CD6B04C | VO_MinasTir | play_vo_mst_obj05_remind_northgate_v3
0x2CD6B04D | VO_MinasTir | play_vo_mst_obj05_remind_northgate_v2
0x2CD6B04E | VO_MinasTir | play_vo_mst_obj05_remind_northgate_v1
0x2CD746DD | Effects | Effects-0765
0x2CFF3D50 | ChatterUruk | ChatterUruk-0432
0x2CFF3D51 | ChatterUruk | ChatterUruk-0434
0x2CFF3D53 | ChatterUruk | ChatterUruk-0430
0x2CFF401A | VO_Trng | play_vo_trn_archer_new_v2
0x2D241861 | VO_Moria | VO_Moria-0178
0x2D24B71C | Level_MinasTir | amb_battle
0x2D956479 | VO_Osgiliath | play_vo_osg_good_obj01_support_v2
0x2D95647A | VO_Osgiliath | play_vo_osg_good_obj01_support_v1
0x2DF3A6D8 | VO_Trng | VO_Trng-0318
0x2E2876B8 | ChatterHeroEowyn | ChatterHeroEowyn-0120
0x2E2876BA | ChatterHeroEowyn | ChatterHeroEowyn-0124
0x2E2876BB | ChatterHeroEowyn | ChatterHeroEowyn-0122
0x2E7D8E5C | Music | stop_music_now
0x2E92B174 | VO_Trng | play_vo_trn_magespecials_support_02
0x2E92B175 | VO_Trng | play_vo_trn_magespecials_support_03
0x2E92B177 | VO_Trng | play_vo_trn_magespecials_support_01
0x2EB326D8 | HeroIsildur | HeroIsildur-0038
0x2F2ABE31 | ChatterRohan | ChatterRohan-0525
0x2F2ABE32 | ChatterRohan | ChatterRohan-0527
0x2F2ABE33 | ChatterRohan | ChatterRohan-0529
0x2F5CD0E8 | VO_HelmsDeep | play_vo_hmd_obj09_new_charge_v1
0x2F9A10D0 | Effects | sound_fire_sword_whoosh
0x2FAC3AD1 | VoiceOver | VoiceOver-0382
0x2FB1E2EE | VO_Moria | vo_mor_obj13_new_balrog_v1
0x2FD22767 | Music | stop_front_end
0x2FD6166E | VO_Moria | VO_Moria-0350
0x2FF05548 | VO_MinasMorg | play_vo_mgl_obj01_complete_shore_v
0x2FF2419F | VO_Trng | play_vo_trn_finalassault_new_01
0x2FFA020E | VO_Shire | VO_Shire-0097
0x2FFBD63E | SFXBalrog | balrog_taunt_aggressive
0x300BA9D0 | VO_Trng | play_vo_trn_scoutsatchel_reminder_01
0x300BA9D2 | VO_Trng | play_vo_trn_scoutsatchel_reminder_03
0x300BA9D3 | VO_Trng | play_vo_trn_scoutsatchel_reminder_02
0x3045C1D4 | Effects | firewall_by_loop
0x306B2414 | SFXCatapult | catapult_fire
0x31575DB8 | ChatterOrc | ChatterOrc-0478
0x31575DB9 | ChatterOrc | ChatterOrc-0480
0x31575DBB | ChatterOrc | ChatterOrc-0476
0x316EA7F2 | VO_MountDoom | play_vo_dom_obj02_new_ring_v1
0x31AF3CFC | ChatterElf | ChatterElf-0517
0x31AF3CFD | ChatterElf | ChatterElf-0515
0x31AF3CFE | ChatterElf | ChatterElf-0513
0x31EE6D5B | VO_Weathertop | play_vo_wtp_obj01b_complete_destroy_v1
0x31F8D569 | Level_MinasMorg | Level_MinasMorg-0229
0x320A4CF2 | ChatterHobbit | ChatterHobbit-0634
0x320A4CF4 | ChatterHobbit | ChatterHobbit-0630
0x320A4CF5 | ChatterHobbit | ChatterHobbit-0632
0x320A4CF7 | ChatterHobbit | ChatterHobbit-0628
0x3223109C | BaseCombat | BaseCombat-0773
0x3244E5A4 | ChatterHeroGimli | ChatterHeroGimli-0088
0x3244E5A5 | ChatterHeroGimli | ChatterHeroGimli-0086
0x3244E5A6 | ChatterHeroGimli | ChatterHeroGimli-0084
0x3287E354 | Level_MountDoom | ChatterHeroNazgul-0134
0x3287E355 | Level_MountDoom | ChatterHeroNazgul-0136
0x3287E357 | Level_MountDoom | ChatterHeroNazgul-0132
0x329BDE2C | ChatterElf | ChatterElf-0481
0x329BDE2D | ChatterElf | ChatterElf-0479
0x329BDE2E | ChatterElf | ChatterElf-0477
0x32B58927 | SFXBalrog | balrog_wing_stab
0x32B985BD | Ambience | battle_intensity
0x32BD042A | VO_Weathertop | VO_Weathertop-0098
0x333C0D8A | VO_Osgiliath | play_vo_osg_evil_obj05_support_escort_v1
0x334E020D | Level_Trng | Level_HelmsDeep-0230
0x33581587 | Level_Isengard | firemachine_destroy
0x338E80C2 | VO_Osgiliath | VO_Osgiliath-0113
0x339DD722 | VO_Rivendell | play_vo_rvd_obj05_complete_records_v1
0x33EE8E0E | ChatterEvilHuman | ChatterEvilHuman-0600
0x33F8CE7C | VO_MinasMorg | play_vo_mgl_obj03a_remind_courtyard_v1
0x33F8CE7F | VO_MinasMorg | play_vo_mgl_obj03a_remind_courtyard_v2
0x342A1FD4 | ChatterOrc | ChatterOrc-0526
0x342A1FD5 | ChatterOrc | ChatterOrc-0528
0x342A1FD7 | ChatterOrc | ChatterOrc-0524
0x343119B8 | VO_HelmsDeep | play_vo_hmd_obj06_remind_throneroom_v2
0x343119B9 | VO_HelmsDeep | play_vo_hmd_obj06_remind_throneroom_v3
0x343119BB | VO_HelmsDeep | play_vo_hmd_obj06_remind_throneroom_v1
0x3431D3B6 | HeroSauron | sauron_attack_hard
0x34334C1A | Ambience | play_battle_intensity
0x343B3956 | Level_MountDoom | door_doom_gate_open
0x346447D3 | SFXTroll | troll_pound_chest
0x34B4CB71 | ChatterOrc | ChatterOrc-0536
0x34B4CB72 | ChatterOrc | ChatterOrc-0538
0x34B4CB73 | ChatterOrc | ChatterOrc-0540
0x34CEE6B5 | VO_Moria | vo_mor_obj08_remind_balinstomb_v1
0x34CEE6B6 | VO_Moria | vo_mor_obj08_remind_balinstomb_v2
0x35069893 | Music | play_weathertop
0x35196701 | ChatterHeroAragorn | ChatterHeroAragorn-0119
0x35196702 | ChatterHeroAragorn | ChatterHeroAragorn-0121
0x35196703 | ChatterHeroAragorn | ChatterHeroAragorn-0123
0x354C0D95 | VO_Osgiliath | VO_Osgiliath-0111
0x3564C7F1 | VO_Moria | vo_mor_obj10_support_bridge_v2
0x3564C7F2 | VO_Moria | vo_mor_obj10_support_bridge_v1
0x3567E90B | VO_MountDoom | play_vo_dom_obj05_update_captains_v1
0x35C0DD8C | ChatterGondor | ChatterGondor-0481
0x35C0DD8D | ChatterGondor | ChatterGondor-0479
0x35C0DD8E | ChatterGondor | ChatterGondor-0477
0x361BCE80 | VO_Weathertop | play_vo_wtp_obj03a_remind_killcap_v3
0x361BCE81 | VO_Weathertop | play_vo_wtp_obj03a_remind_killcap_v2
0x361BCE82 | VO_Weathertop | play_vo_wtp_obj03a_remind_killcap_v1
0x3635E710 | VO_Weathertop | play_vo_wtp_obj03a_complete_killcap_v1
0x3645B4BA | VoiceOver | VoiceOver-0400
0x367E5B40 | ChatterUruk | ChatterUruk-0542
0x367E5B41 | ChatterUruk | ChatterUruk-0540
0x367E5B42 | ChatterUruk | ChatterUruk-0538
0x368ED4AF | Ambience | amb_fire_sml
0x36D7FA48 | ChatterUruk | ChatterUruk-0588
0x36D7FA49 | ChatterUruk | ChatterUruk-0590
0x36D7FA4B | ChatterUruk | ChatterUruk-0586
0x372D8D28 | VO_MinasMorg | VO_MinasMorg-0144
0x372D8D2D | VO_MinasMorg | play_vo_mgl_obj06_remind_towers_v1
0x372D8D2E | VO_MinasMorg | play_vo_mgl_obj06_remind_towers_v2
0x372D8D2F | VO_MinasMorg | play_vo_mgl_obj06_remind_towers_v3
0x37391D34 | ChatterHeroElrond | ChatterHeroElrond-0067
0x37391D35 | ChatterHeroElrond | ChatterHeroElrond-0065
0x37391D36 | ChatterHeroElrond | ChatterHeroElrond-0063
0x37405EF8 | VoiceOver | VoiceOver-0299
0x37405EFA | VoiceOver | VoiceOver-0303
0x37405EFB | VoiceOver | VoiceOver-0301
0x379F4388 | VoiceOver | play_vo_dm_imminentvictorygood_v1
0x37A5F1B9 | Music | stop_moria_evil
0x3883A539 | ChatterHeroFrodo | ChatterHeroFrodo-0071
0x3883A53A | ChatterHeroFrodo | ChatterHeroFrodo-0073
0x3883A53B | ChatterHeroFrodo | ChatterHeroFrodo-0075
0x38C0428D | VO_Moria | play_vo_mor_obj6_firstsac_new_alt
0x38C3D644 | ChatterOrc | ChatterOrc-0438
0x38C3D645 | ChatterOrc | ChatterOrc-0436
0x38C3D646 | ChatterOrc | ChatterOrc-0434
0x39632EB6 | VO_MinasTir | vo_mstt_obj01_complete_courtyard_v1
0x396764ED | ChatterUruk | ChatterUruk-0520
0x396764EE | ChatterUruk | ChatterUruk-0522
0x396764EF | ChatterUruk | ChatterUruk-0524
0x3988CF30 | ChatterHeroWormtongue | ChatterHeroWormtongue-0148
0x3988CF31 | ChatterHeroWormtongue | ChatterHeroWormtongue-0146
0x3988CF32 | ChatterHeroWormtongue | ChatterHeroWormtongue-0144
0x398DE8C7 | VO_Trng | play_vo_trn_controlpoint2_new_01
0x39A116E4 | VoiceOver | play_vo_chat_onelife_orc1_v2
0x39A116E5 | VoiceOver | play_vo_chat_onelife_orc1_v3
0x39A116E7 | VoiceOver | play_vo_chat_onelife_orc1_v1
0x39E86CDA | VO_Trng | VO_Trng-0154
0x3A09444C | ChatterEvilHuman | ChatterEvilHuman-0546
0x3A09444D | ChatterEvilHuman | ChatterEvilHuman-0544
0x3A09444E | ChatterEvilHuman | ChatterEvilHuman-0542
0x3A6E647A | SFXCatapult | catapult_move_start
0x3A8FC576 | VO_Osgiliath | VO_Osgiliath-0307
0x3AA3F200 | VO_BlackGates | play_vo_bkg_good_obj03_update_v2
0x3AA3F201 | VO_BlackGates | play_vo_bkg_good_obj03_update_v3
0x3AA3F203 | VO_BlackGates | play_vo_bkg_good_obj03_update_v1
0x3AA3F206 | VO_BlackGates | play_vo_bkg_good_obj03_update_v4
0x3AAF6560 | VO_MinasMorg | play_vo_mgl_obj05_new_cells_v1
0x3AC4C6C5 | SFXEnt | SFXEnt-0141
0x3B056103 | SFXBatteringRam | battering_ram_move_lp
0x3B2CC4F8 | Level_MinasTir | amb_mtn_wind_mono
0x3B300D4E | VO_Shire | VO_Shire-0167
0x3B43BDB2 | VO_Shire | play_vo_shr_obj6_remind3_killgandalf
0x3B4EC398 | VO_Rivendell | play_vo_rvd_obj06_new_elrond_v1
0x3B56E5B8 | SFXEnt | ent_foley
0x3BAAA334 | Music | shell_amb
0x3BC52309 | VoiceOver | VoiceOver-0338
0x3BEFFAE8 | VO_Pelennor | play_vo_plf_obj07_complete_witchking_v1
0x3C3D1006 | Level_MountDoom | Level_Isengard-0229
0x3C67EE33 | VO_Shire | play_vo_shr_obj01_complete_killhobbitsrev
0x3C96766F | Level_Weathertop | trng_amb_giant_battle_a1
0x3CF46FD4 | ChatterEvilHuman | ChatterEvilHuman-0602
0x3CF46FD6 | ChatterEvilHuman | ChatterEvilHuman-0606
0x3CF46FD7 | ChatterEvilHuman | ChatterEvilHuman-0604
0x3D072853 | Level_Moria | drawbridge_open
0x3D1830D6 | VO_Rivendell | play_vo_rvd_obj03_new_rivercp_v1
0x3D264D72 | Level_Shire | river_amb_cu_lp
0x3D45EE36 | UI | UI-0052
0x3D6C7E45 | ChatterHeroLurtz | ChatterHeroLurtz-0106
0x3D758134 | Level_MountDoom | ChatterHeroNazgul-0162
0x3D758135 | Level_MountDoom | ChatterHeroNazgul-0160
0x3D758136 | Level_MountDoom | ChatterHeroNazgul-0158
0x3D78B1E1 | Level_Rivendell | destroy_bookshelf
0x3D7CF2A5 | VoiceOver | VoiceOver-0271
0x3D8E499F | ChatterElf | ChatterElf-0605
0x3DC1CC60 | VoiceOver | VoiceOver-0197
0x3DC1CC62 | VoiceOver | VoiceOver-0201
0x3DC1CC63 | VoiceOver | VoiceOver-0199
0x3DD5705D | Music | play_rivendell
0x3E6A10E5 | Ambience | amb_fire_big
0x3E9A190B | ChatterHobbit | ChatterHobbit-0626
0x3E9A190C | ChatterHobbit | ChatterHobbit-0624
0x3E9A190D | ChatterHobbit | ChatterHobbit-0622
0x3E9A190E | ChatterHobbit | ChatterHobbit-0516
0x3EB1CFB8 | VO_Moria | vo_mor_obj09_remind_trollcage_v1
0x3EB71CDB | VO_Moria | play_vo_mor_obj11_acqsecond_new
0x3EC3582D | Level_Isengard | isen_wormtongue_intro
0x3ED911C4 | VoiceOver | play_vo_chat_allliveslost_uruk_hai1_v2
0x3ED911C5 | VoiceOver | play_vo_chat_allliveslost_uruk_hai1_v3
0x3ED911C7 | VoiceOver | play_vo_chat_allliveslost_uruk_hai1_v1
0x3F59C08F | Level_Isengard | play_isen_fire_warning
0x3F5B0EDD | VO_Trng | play_vo_trn_firstwave_remind_04
0x3F5C7B39 | HeroElrond | HeroElrond-0073
0x3F70C8B5 | Level_Shire | shire_intro
0x3F711363 | Level_MinasMorg | prison_door_break
0x3FD03659 | ChatterHeroMouth | ChatterHeroMouth-0100
0x3FD0365A | ChatterHeroMouth | ChatterHeroMouth-0102
0x3FD0365B | ChatterHeroMouth | ChatterHeroMouth-0104
0x4009BEED | Music | play_front_end
0x40A58280 | VO_Osgiliath | play_vo_osg_evil_obj04_remind_ram_v4
0x40A58281 | VO_Osgiliath | play_vo_osg_evil_obj04_remind_ram_v5
0x40A58285 | VO_Osgiliath | play_vo_osg_evil_obj04_remind_ram_v1
0x40A58286 | VO_Osgiliath | VO_Osgiliath-0199
0x40A58287 | VO_Osgiliath | VO_Osgiliath-0201
0x40ED30A4 | VO_Pelennor | play_vo_plf_obj06_remind_rally_v2
0x40ED30A5 | VO_Pelennor | play_vo_plf_obj06_remind_rally_v3
0x40ED30A7 | VO_Pelennor | play_vo_plf_obj06_remind_rally_v1
0x41102C55 | VO_MountDoom | VO_MountDoom-0045
0x411E6CF1 | ChatterHeroFaramir | ChatterHeroFaramir-0104
0x411E6CF2 | ChatterHeroFaramir | ChatterHeroFaramir-0106
0x411E6CF3 | ChatterHeroFaramir | ChatterHeroFaramir-0108
0x413DC11A | HeroNazgul | HeroNazgul-0041
0x414976C7 | VO_MountDoom | play_vo_dom_obj04_remind_road_v1
0x416DD4EC | SFXBalrog | balrog_defensive
0x4186BF68 | Level_Trng | ambient_battle
0x4191F72C | VoiceOver | play_vo_chat_onelife_gondor1_v3
0x4191F72D | VoiceOver | play_vo_chat_onelife_gondor1_v2
0x4191F72E | VoiceOver | play_vo_chat_onelife_gondor1_v1
0x41A1F4DB | SFXBalrog | balrog_powerup
0x41A51427 | SFXBalrog | balrog_punch
0x41B6D217 | VO_Rivendell | play_vo_rvd_obj08_new_gatehouse_v1
0x41DC02FD | VoiceOver | VoiceOver-0267
0x424FAA78 | ChatterElf | ChatterElf-0587
0x424FAA79 | ChatterElf | ChatterElf-0589
0x424FAA7B | ChatterElf | ChatterElf-0585
0x4276E2A5 | Ambience | amb_fire_med
0x42B067D4 | Level_Moria | door_open_moria_prision
0x42B1B618 | ChatterEvilHuman | ChatterEvilHuman-0464
0x42B1B61A | ChatterEvilHuman | ChatterEvilHuman-0468
0x42B1B61B | ChatterEvilHuman | ChatterEvilHuman-0466
0x42EEF800 | VO_Pelennor | VO_Pelennor-0066
0x42EEF803 | VO_Pelennor | VO_Pelennor-0068
0x4300D015 | BaseCombat | BaseCombat-0775
0x43B22B93 | Creatures | hobbit_vocal_panic
0x440565D2 | Effects | ladder_climb_feet
0x44524979 | Level_MinasTir | ram_door_break_open
0x445A4600 | Level_Moria | balins_tomb_door_hit
0x44808DE7 | BaseCombat | cloak
0x44B56F7F | Level_MinasTir | morgul_amb_throne_room
0x44BE795B | VO_Moria | play_vo_mor_obj01_new_mines_v1
0x44BF7DB4 | VO_Osgiliath | VO_Osgiliath-0195
0x44C79E31 | VO_MinasTir | vo_mstt_obj06_new_tree_v1
0x44DF7C95 | VO_Trng | play_vo_trn_firstwave_new_01
0x44F2C309 | VO_Shire | play_vo_shr_obj5_update2_destroyhomes
0x454C5204 | Level_MountDoom | ChatterHeroNazgul-0146
0x454C5205 | Level_MountDoom | ChatterHeroNazgul-0148
0x454C5207 | Level_MountDoom | ChatterHeroNazgul-0144
0x4588BDDC | BaseCombat | play_ability
0x45E41A18 | ChatterElf | ChatterElf-0607
0x46157F58 | VO_Moria | vo_mor_obj09_support_trollcage_v1
0x461EA77C | VoiceOver | VoiceOver-0297
0x461EA77D | VoiceOver | VoiceOver-0295
0x461EA77E | VoiceOver | VoiceOver-0293
0x464C5F92 | VoiceOver | play_vo_dm_5killsleftgood_v1
0x467F20A8 | ChatterHeroWitchKing | ChatterHeroWitchKing-0119
0x467F20AA | ChatterHeroWitchKing | ChatterHeroWitchKing-0123
0x467F20AB | ChatterHeroWitchKing | ChatterHeroWitchKing-0121
0x469F508C | VO_Isengard | play_vo_igd_obj08_remind_towers_v2
0x469F508F | VO_Isengard | play_vo_igd_obj08_remind_towers_v1
0x46CFBA1C | VO_MinasTir | vo_mst_obj02_remind_towers_v1
0x46CFBA1F | VO_MinasTir | vo_mst_obj02_remind_towers_v2
0x46D3F01E | VO_Moria | play_vo_mor_evil_obj03_new_captain_v1
0x471E78D0 | ChatterHeroSauron | ChatterHeroSauron-0120
0x472023A9 | VoiceOver | VoiceOver-0283
0x4732CD5D | VoiceOver | VoiceOver-0259
0x47454EF0 | ChatterElf | ChatterElf-0503
0x47454EF1 | ChatterElf | ChatterElf-0505
0x47454EF3 | ChatterElf | ChatterElf-0501
0x47CA69DB | VO_MinasTir | play_vo_mst_obj05_fail_northgate_v1
0x47E77CA4 | VO_Trng | VO_Trng-0184
0x48044B05 | UI | ui_scroll
0x4857E8F8 | VoiceOver | VoiceOver-0263
0x4877467C | ChatterHeroSauron | ChatterHeroSauron-0138
0x4877467D | ChatterHeroSauron | ChatterHeroSauron-0136
0x4877467E | ChatterHeroSauron | ChatterHeroSauron-0134
0x48F7781D | VO_Trng | play_vo_trn_finalassault_remind_02
0x48F7781E | VO_Trng | play_vo_trn_finalassault_remind_01
0x48FFC705 | VO_Trng | VO_Trng-0196
0x4944DA60 | ChatterEvilHuman | ChatterEvilHuman-0548
0x4944DA62 | ChatterEvilHuman | ChatterEvilHuman-0552
0x4944DA63 | ChatterEvilHuman | ChatterEvilHuman-0550
0x498EC469 | Level_Osgiliath | osg_intro
0x49A9407D | Level_Rivendell | fire_ball_travel_lp
0x49B26A9A | VoiceOver | VoiceOver-0340
0x49BD510C | ChatterRohan | ChatterRohan-0443
0x49BD510D | ChatterRohan | ChatterRohan-0441
0x49BD510E | ChatterRohan | ChatterRohan-0439
0x49C560C8 | ChatterRohan | ChatterRohan-0575
0x49C560C9 | ChatterRohan | ChatterRohan-0577
0x49C560CA | ChatterRohan | ChatterRohan-0573
0x49D7C204 | ChatterUruk | ChatterUruk-0438
0x49D7C205 | ChatterUruk | ChatterUruk-0440
0x49D7C207 | ChatterUruk | ChatterUruk-0436
0x49EE598F | VO_Trng | VO_Trng-0314
0x49F2D3D8 | ChatterGondor | ChatterGondor-0575
0x49F2D3D9 | ChatterGondor | ChatterGondor-0577
0x49F2D3DB | ChatterGondor | ChatterGondor-0573
0x4A0AA8F0 | ChatterUruk | ChatterUruk-0596
0x4A0AA8F1 | ChatterUruk | ChatterUruk-0594
0x4A0AA8F2 | ChatterUruk | ChatterUruk-0592
0x4A152240 | ChatterHeroBalrog | ChatterHeroBalrog-0062
0x4A152242 | ChatterHeroBalrog | ChatterHeroBalrog-0066
0x4A152243 | ChatterHeroBalrog | ChatterHeroBalrog-0064
0x4A3C6C87 | VO_MinasTir | vo_mst_obj03_complete_2ndring_v1
0x4A4950D3 | VoiceOver | VoiceOver-0394
0x4A521EF8 | ChatterHeroFrodo | ChatterHeroFrodo-0055
0x4A521EF9 | ChatterHeroFrodo | ChatterHeroFrodo-0053
0x4A521EFA | ChatterHeroFrodo | ChatterHeroFrodo-0051
0x4A8A099B | Level_Moria | door_open_slab
0x4AB8D86C | VO_Pelennor | play_vo_plf_obj02_new_towers_v1
0x4ABD56F1 | Level_Isengard | fire_machine_prop
0x4AF28A77 | VO_BlackGates | play_vo_bkg_good_obj06_new_v1
0x4B1D8FD8 | VO_Moria | play_vo_mor_obj11_acqsecond_remind
0x4B6BD9EF | VO_MountDoom | play_vo_dom_obj05_remind_captains_v1
0x4BF68CF3 | BaseCombat | release_bow_human
0x4C068C9F | VoiceOver | play_vo_ctf_goodhasring_v1
0x4C29BC4E | Level_Moria | moria_good_intro
0x4C69150F | SFXBalrog | balrog_fire_breathe
0x4C71A9C1 | VO_Shire | play_vo_shr_obj6_remind4_killgandalf
0x4C7B07BD | ChatterHeroElrond | ChatterHeroElrond-0083
0x4C7B07BE | ChatterHeroElrond | ChatterHeroElrond-0085
0x4C7B07BF | ChatterHeroElrond | ChatterHeroElrond-0087
0x4CB5C269 | VO_Pelennor | play_vo_plf_obj01_fail_towers_v1
0x4CBF96E0 | VO_Trng | play_vo_trn_sauron_new_1
0x4CEAF784 | VO_HelmsDeep | play_vo_hmd_obj03_new_maingate_v1
0x4CEAF787 | VO_HelmsDeep | play_vo_hmd_obj03_new_maingate_v2
0x4D229343 | VO_MountDoom | play_vo_dom_obj02_complete_ring_v1_alt
0x4D26EDF1 | VoiceOver | play_vo_chat_lowlives_rohan1_v4
0x4D26EDF4 | VoiceOver | play_vo_chat_lowlives_rohan1_v1
0x4D26EDF6 | VoiceOver | play_vo_chat_lowlives_rohan1_v3
0x4D26EDF7 | VoiceOver | play_vo_chat_lowlives_rohan1_v2
0x4D27AB2C | Level_Osgiliath | Level_Osgiliath-0162
0x4D46702B | Level_Pelennor | pfields_army_charge
0x4D531251 | Effects | impact_stone
0x4D6A3C18 | ChatterHobbit | ChatterHobbit-0678
0x4D6A3C19 | ChatterHobbit | ChatterHobbit-0680
0x4D6A3C1B | ChatterHobbit | ChatterHobbit-0676
0x4D6A3C1E | ChatterHobbit | ChatterHobbit-0682
0x4D762440 | ChatterHeroAragorn | ChatterHeroAragorn-0105
0x4D762442 | ChatterHeroAragorn | ChatterHeroAragorn-0109
0x4D762443 | ChatterHeroAragorn | ChatterHeroAragorn-0107
